total_cat_count_label,Total de categorías,,
total_contact_label,Total de contacto Mensaje,,
total_likes_count_label,Le gusta total Conde,,
total_favs_count_label,Total de favoritos Count,,
total_comments_count_label,Total de los comentarios,,
category_panel_title,Categorías recientes,,
recent_news_panel_title,Noticias recientes,,
available_inside,Noticias disponibles dentro de esta categoría.,,
contact_message,contacto Mensajes,,
user_latest_members,Los últimos usuarios registrados,,
success_contact,Su mensaje a salvar con éxito en el sistema.,,
file_na,No disponible,,
required_platform,Plataforma requerida,,
err_noti_register,"Lo sentimos, no hay problema para el registro de notificaciones push",,
success_noti_register,El dispositivo registrado con éxito para notificaciones push.,,
success_noti_unregister,El dispositivo no registrado con éxito para notificaciones push.,,
err_noti_unregister,"Lo sentimos, existe el problema de la eliminación del registro de notificaciones push",,
success_touch_count,Conde toque con éxito insertado.,,
err_touch_count,Problema In Touch cuenta!,,
err_user_register,"Lo sentimos, existe el problema de registro de usuario.",,
err_user_not_exist,"En este momento, el usuario no es existir en el sistema.",,
err_user_not_verify,"Lo sentimos, tu cuenta aún no se verifique.",,
err_email_not_send,"Lo sentimos, no hay problema en el envío de correo electrónico.",,
err_user_update,"Lo sentimos, no hay problema en la actualización de la información del usuario.",,
err_user_password_update,"Lo sentimos, no hay problema en la contraseña del usuario de actualización.",,
success_profile_update,Su perfil actualizado correctamente.,,
success_email_sent,Correo electrónico se ha enviado.,,
success_reset,Contraseña se ha restablecido con éxito,,
success_reset_email_sent,Restablecer correo electrónico se envía con éxito,,
trending,Tendencias Noticias,,
editor_pick,Editor escogida Noticias,,
list_product_nav,Articulo,,
prd_add,Añadir artículo,,
att_add,Añadir nuevo atributo,,
add_att_detail,Añadir nueva detallada Atributo,,
list_attribute_header,Atributo Lista de cabeceras,,
item_name,Nombre del árticulo,,
att_name,Nombre del Atributo,,
Prd_search_subcat,Seleccionar nombre Subcategoría,,
Prd_search_dis,Seleccionar el tipo de descuento,,
product_gallery,Galería de artículos,,
prd_info,Información del artículo,,
rec_prd_info,Los productos añadidos recientemente,,
att_info,información de atributos,,
prd_desc,Descripción del Artículo,,
prd_high_info,Información resaltar el elemento,,
prd_edit,Editar elemento,,
prd_code,Código del objeto,,
success_prd_add,Artículo agregado con éxito,,
success_prd_edit,Artículo ha sido actualizado correctamente,,
success_upload,La imagen se ha actualizado correctamente,,
delete_prd_label,¿Eliminar elemento?,,
prd_yes_all_message,"Cuando eliminar este elemento, se eliminarán todas las categorías sub relacionados y categoría también. Así que, ¿todavía desea eliminarlo?",,
success_prd_delete,Artículo ha sido eliminado correctamente,,
prd_search,Busca artículo,,
err_item_name,Por favor proporcione nombre del artículo,,
err_item_len,La longitud del Nombre del elemento debe ser mayor que 4,,
err_item_exist,Nombre producto está existía en el sistema,,
item_gallery,Galería de artículos,,
condition_of_item,Estado del artículo,,
item_description_label,Descripción,,
deal_option_id_label,Opción acuerdo,,
meet_up_label,Reunirse,,
mailing_or_delivery_label,Envío o entrega,,
brand_label,Marca,,
price,Precio,,
itm_title_label,Título,,
itm_business_mode,Es Shop?,,
itm_show_shop,(Si el programa de usuario puede pedir más de una),,
itm_is_sold_out,¿Está agotado?,,
location_info_label,Información sobre la ubicación,,
itm_address_label,Habla a,,
itm_lat_label,Latitud,,
itm_lng_label,Longitud,,
itm_select_price,Seleccionar Precio Tipo,,
itm_select_type,Seleccionar el tipo de artículo,,
itm_select_currency,Seleccione la moneda de artículos,,
status_label,Estado,,
select_status_label,seleccione Estado,,
itm_select_location,Seleccionar elemento Localización,,
find_location_label,Encuentra tipo y ubicación de Google API,,
itm_select_condition_of_item,Seleccionar Estado del artículo,,
itm_select_deal_option,Seleccionar la opción de reparto,,
api_info,Información IPA Ajuste,,
api_title,Ajuste API,,
api_title_tooltips,Nombre API,,
api_order_by,Por fin,,
btn_save,Salvar,,
btn_cancel,Cancelar,,
success_api_edit,Actualizado exitosamente,,
about_gallery,Galería,,
categories_label,categorías,,
messages_label,mensajes,,
total_label,Total,,
view_all_label,Ver todo,,
divider_label,:,,
users_label,usuarios,,
app_setting,Información de configuración de aplicación,,
apikey_info,Información Clave API,,
key_label,Llave,,
success_apikey_edit,API Key se actualiza correctamente,,
success_apikey_add,se agrega correctamente clave de API,,
earn_point_label,Gane Point,,
currency_info,Información sobre la moneda,,
currency_add,Agregar moneda,,
currency_symbol,Símbolo de moneda,,
currency_short_form,Short Form moneda,,
currency_add,Agregar moneda,,
success_currency_edit,La moneda se ha actualizado correctamente,,
success_currency_add,La moneda se ha añadido con éxito,,
success_currency_delete,La moneda se ha eliminado correctamente,,
delete_currency_label,Moneda de borrado?,,
currency_delete_confirm_message,¿Quieres eliminar de divisas?,,
currency_search,búsqueda de divisas,,
currency_edit,Cambiar la moneda,,
err_currency_name,"Por favor, indique el nombre de moneda",,
err_currency_len,La longitud del nombre de divisas debe ser mayor que 4,,
err_currency_exist,Nombre de la moneda ya está existía en el sistema,,
color_color,Color,,
select_type,Seleccione tipo,,
from_point,Desde el punto:,,
to_point,Apuntar :,,
order_by,Por fin:,,
select_order,Seleccione el orden,,
push_noti_sending_title,El envío de notificaciones push,,
no_device_label,Hay dispositivos no registrados todavía.,,
delete_color_label,Eliminar el color?,,
color_delete_confirm_message,¿Quieres eliminar el color?,,
upload_icon,Icono Categoría,,
about_upload_icon,Subir Icono,,
fav_upload_icon,Fav Icon,,
btn_upload,Subir,,
not_enough_point,"Lo sentimos, el punto no es suficiente.",,
view_count,Ver cuentas,,
earn_point_label,Obtuvo punto,,
download_count,Conteo de la descarga,,
rating_count,Conde calificación,,
terms_label,Términos y condiciones,,
about_img,Sobre la foto de portada,,
select_csv_file,Seleccione Archivo CSV,,
something_wrong_upload,Ocurre algo en los datos subidos.,,
pls_upload_csv,"Por favor, sube el archivo CSV.",,
sample_csv_format,CSV de ejemplo está aquí: https://www.dropbox.com/s/oheyivxfgdlk129/sample.csv?dl=0,,
csv_upload_instruction,"Por favor, siga los pasos a continuación: <br>
1. Cargar imágenes subidas a la carpeta de forma manual a través de FTP. <br>
2. Subir miniatura imágenes de archivos / carpetas miniatura manully a través de FTP. <br>
3. A continuación, se preparan como formato CSV. Aquí la muestra: http://bit.ly/2UvCjRp <br>
4. Necesidad de seguir esas reglas. Aquí: http://bit.ly/2T1Tjgp <br>
5. Puede utilizar Google Hoja para crear y exportación como separador de coma. <br>
6. recomendada es de alrededor de 100 registros a la CSV.",,
noti_sent_fail,Dejar de enviar notificación de inserción,,
noti_sent_success,Se ha enviado correctamente a la notificación de inserción,,
reject_message_2,),,
approve_message_2,),,
uploaded_user,Subida del usuario,,
delete_user_label,Eliminar usuario registrado?,,
user_delete_confirm_message,¿Quieres eliminar todo el Usuario Registrado?,,
user_yes_all_label,Si todo,,
user_no_only_label,Categoría Sólo,,
success_user_delete,Usuario registrado se ha eliminado correctamente,,
credit,Crédito,,
price_info,Información Precio,,
price_name,Precio Nombre,,
price_edit,Editar Precio,,
price_add,Agregar precio,,
price_search,Buscar Precio,,
delete_price_label,Precio de borrado?,,
price_delete_confirm_message,¿Quieres eliminar precio?,,
err_price_name,"Por favor, indique el nombre de precio",,
err_price_len,La longitud de Precio Nombre debe ser mayor que 4,,
err_price_exist,Precio Nombre ya existía en el sistema,,
success_price_edit,El precio ha sido actualizado correctamente,,
success_price_add,El precio ha sido agregado con éxito,,
success_price_delete,El precio ha sido eliminado correctamente,,
type_info,Información del artículo Tipo,,
type_name,Escribe un nombre,,
type_edit,Editar Tipo,,
type_add,Añadir Tipo,,
type_search,Tipo de búsqueda,,
delete_type_label,Eliminar Tipo?,,
type_delete_confirm_message,¿Quieres eliminar el Tipo?,,
err_type_name,"Por favor, indique el nombre de tipo",,
err_type_len,La longitud del Nombre de tipo debe ser mayor que 4,,
err_type_exist,Tipo Nombre ya existía en el sistema,,
success_type_edit,Tipo se ha actualizado correctamente,,
success_type_add,Tipo se ha añadido con éxito,,
success_type_delete,Tipo se ha eliminado correctamente,,
location_info,Información sobre la ubicación de artículos,,
location_name,Nombre del lugar,,
location_edit,Editar ubicación,,
location_add,Añade una ubicación,,
location_search,Buscar Localización,,
delete_location_label,Eliminar la ubicación?,,
location_delete_confirm_message,¿Quieres eliminar la ubicación?,,
err_location_name,"Por favor, indique el nombre Localización",,
err_location_len,La longitud del Nombre de la ubicación debe ser mayor que 4,,
err_location_exist,Lugar Nombre existía ya está en el sistema,,
success_location_edit,Ubicación se ha actualizado correctamente,,
success_location_add,Ubicación ha sido agregado con éxito,,
success_location_delete,Ubicación se ha eliminado correctamente,,
blog_add,Agregar Blog,,
blog_info,Información acerca del blog,,
blog_name,Nombre del Blog,,
blog_desc,Descripción del blog,,
blog_edit,Editar Blogs,,
success_blog_add,Los blogs se ha añadido con éxito,,
success_blog_edit,Los blogs se ha actualizado correctamente,,
err_dup_name,El nombre ya se existía en el sistema,,
err_blog_exist,Nombre del blog ya está existía en el sistema,,
delete_blog_label,Blog de borrado?,,
blog_delete_confirm_message,¿Seguro de borrar este blog?,,
success_blog_delete,Los blogs se ha eliminado correctamente,,
err_blog_len,La longitud del blog de nombre debe ser mayor que 4,,
err_blog_name,"Por favor, indique el nombre del blog",,
blog_search,Búsqueda de blogs,,
blog_gallery,Blog Galería,,
btn_disable,Inhabilitar,,
report_edit,Informe Editar elemento,,
total_category_count_label,Total de categorías,,
total_sub_cat_count_label,Total de las subcategorías,,
total_blog_count_label,total de Blogs,,
total_contact_count_label,Total de contacto Mensaje,,
popular_item,Artículo más popular,,
item_report,artículo reportado,,
items_label,Los productos añadidos recientemente,,
item_img,Item Image,,
popular_item_info,Información populares de artículos,,
popular_item_view,Ver artículo populares,,
app_setting_lable,Información de configuración de aplicación,,
app_lat_label,Latitud,,
app_lng_label,Longitud,,
location_info_label,Información sobre la ubicación,,
err_chat_history_not_exist,Ningún dato encontrado en el historial de chat,,
accept_update_success,Aceptar la oferta se ha actualizado correctamente,,
err_accept_update,"Lo sentimos, hay un problema en aceptar la oferta",,
count_update_success,Restablecer recuento se ha actualizado correctamente,,
err_count_update,"Lo sentimos, hay un problema en el recuento de reposición",,
price_update_success,El precio ha sido actualizado correctamente,,
err_price_update,"Lo sentimos, hay un problema en el precio",,
err_accept_offer,"Lo sentimos, no se podía accepect la oferta de nuevo.",,
overall_rating,Clasificación,,
user_is_verify_do_forgot_password,Su cuenta se verificó así que por favor se olvidó la contraseña.,,
user_view,Ver usuario,,
user_address,Habla a,,
user_city,Ciudad,,
about_me,Sobre mí,,
verify_type,verificar Tipo,,
follower_count,Conteo de seguidores,,
following_count,Después de Conde,,
user_profile,Foto de perfil,,
email_verify,Correo electrónico Confirme,,
facebook_verify,Verificar Facebook,,
google_verify,google Verify,,
phone_verify,teléfono Verify,,
condition_name,Nombre de la condición,,
cond_search,Condiciones de búsqueda,,
condition_add,Agregar condición,,
condition_info,Información del artículo Condición,,
cond_edit,Editar condición,,
delete_condition_label,Eliminar Condición?,,
condition_delete_confirm_message,¿Quieres eliminar las condiciones?,,
condition_yes_all_message,Sí Todo - Condición y artículos serán eliminar del sistema.,,
success_condition_edit,Condición se ha actualizado correctamente,,
success_condition_add,Condición ha sido agregado con éxito,,
success_condition_delete,Condición se ha eliminado correctamente,,
err_condition_name,"Por favor, indique el nombre condición",,
err_condition_len,La longitud del Nombre de condición debe ser mayor que 4,,
err_condition_exist,Condición El nombre ya se existía en el sistema,,
option_name,Trato Nombre de la opción,,
cond_search,Buscar Opción reparto,,
option_add,Añadir Opción reparto,,
option_info,Opción artículo Información reparto,,
cond_edit,Opción Editar reparto,,
delete_option_label,Opción Trato de borrar?,,
option_delete_confirm_message,¿Quieres eliminar las opciones de reparto?,,
option_yes_all_message,Sí Todo - Opción Deal y productos que eliminará a partir del sistema.,,
success_option_edit,Opción acuerdo ha sido actualizado correctamente,,
success_option_add,Opción acuerdo ha sido agregado con éxito,,
success_option_delete,Opción acuerdo se ha eliminado correctamente,,
err_option_name,Sírvanse proporcionar trato Nombre de la opción,,
err_option_len,La longitud de Deal Nombre de la opción debe ser mayor que 4,,
err_option_exist,Opción acuerdo Nombre existía ya está en el sistema,,
lang_name,Nombre del lenguaje,,
btn_active,Activo,,
lang_string,idioma cadena,,
lang_add,Agregar idioma,,
lang_info,informaciones idioma,,
lang_symbol,Símbolo,,
lang_search,Buscar idioma,,
lang_edit,Editar idioma,,
success_lang_edit,El lenguaje ha sido actualizado correctamente,,
success_lang_add,Se ha añadido con éxito,,
success_lang_delete,El lenguaje ha sido eliminado correctamente,,
err_lang_name,"Por favor, proporcione el nombre del idioma",,
err_lang_len,La longitud del nombre de idioma debe ser mayor que 4,,
err_lang_exist,Idioma El nombre ya se existía en el sistema,,
delete_lang_label,Eliminar Idioma?,,
lang_delete_confirm_message,¿Quieres eliminar toda la cadena de bajo que juntos idioma?,,
lang_yes_all_label,Si todo,,
lang_no_only_label,Sólo idioma,,
lang_yes_all_message,Sí Todo - Lengua y artículos serán eliminar del sistema.,,
language_id,Idioma,,
lang_string_key,Llave,,
lang_string_value,Valor,,
lang_string_info,Cadena Informaton Idioma,,
select_language,idioma seleccionado,,
btn_import,Importar,,
csv_symbol_link,archivo CSV de ejemplo aquí,,
lang_str_search,Búsqueda Idioma Cadena,,
success_langstr_import,Idioma Cadena éxito archivo CSV subidos,,
lang_str_add,Agregar idioma de cuerdas,,
lang_str_edit,Editar cadena Idioma,,
lang_active,Activo,,
lang_deactive,Desactivar,,
success_lang_str_edit,Idioma cadena se ha actualizado correctamente,,
success_lang_str_add,Idioma cadena se ha añadido con éxito,,
err_lang_str_name,Sírvanse proporcionar lengua nombre de cadena,,
err_lang_str_len,La longitud de la cadena de lenguaje debe ser superior a 4,,
err_lang_str_exist,Idioma cadena está ya existía en el sistema,,
lang_title,Eliminado Idioma?,,
lang_warning,No se puede eliminar el lenguaje activo.,,
btn_ok,Okay,,
list_lang_label,idiomas,,
list_lang_str_label,series de idioma,,
err_lang_symbol,Sírvanse proporcionar símbolo de idioma,,
dashboard_label,Tablero,,
cat_module,categorías,,
subcat_module,subcategorías,,
contact_module,Contacte con nosotros Mensaje,,
system_user_module,Los usuarios del sistema,,
register_user_module,Usuarios Registrados,,
about_module,Sobre Y CONFIGURACIÓN,,
noti_module,Notificación de inserción,,
analytic_module,Analítica,,
export_database_module,Base de datos de exportación,,
app_user_module,APP usuario,,
popular_item_module,La mayoría de los artículos más populares,,
item_module,Artículos,,
api_key_module,claves de la aPI,,
api_setting_module,Ajuste API,,
rating_module,La mayoría de los usuarios de Calificación,,
version_module,Versión,,
item_currency_module,moneda de artículos,,
item_price_module,Precio del articulo,,
item_type_module,Tipo de artículo,,
blog_module,Blog,,
item_report_module,Los productos reportados,,
app_setting_module,Configuración de aplicaciones,,
item_location_module,Localización del artículo,,
item_condition_module,Condiciones de artículos,,
deal_option_module,Opción reparto de artículos,,
language_module,idiomas,,
paid_item_module,Informe de artículos patrocinados,,
backend_setting_module,Ajuste backend,,
start_date_label,Fecha de inicio,,
end_date_label,Fecha final,,
amount_label,Cantidad,,
payment_method_label,Método de pago,,
progress_label,Progreso,,
finished_label,Terminado,,
not_yet_start_label,Todavía no iniciar,,
today_label,Hoy,,
second_ago,segundos,,
minute_ago,minutos,,
hour_ago,horas,,
day_ago,dias,,
week_ago,semanas,,
month_ago,meses,,
year_ago,años,,
decade_ago,décadas,,
just_now_label,Justo ahora,,
ago_label,hace,,
user_acc_reg_label,Nuevo registro de cuentas de usuario,,
user_register_success_but_email_not_send,"el éxito del registro del usuario, pero no enviar correo electrónico",,
pwd_reset_label,Restablecimiento de contraseña,,
hi_label,Hola,,
pwd_reset_link,"Por favor, haga clic en el siguiente enlace para restablecer la contraseña",,
reset_link_label,Restablecer la contraseña,,
best_regards_label,Atentamente,,
new_user_acc,Se ha creado su nueva cuenta de usuario. Bienvenido a Flutter Buy & Sell. Verifique con el código a continuación para activar su cuenta.,,
verify_code_label,código verificado,,
hi_admin_label,Hola administración,,
name_label,Nombre,,
email_label,Email,,
phone_label,Teléfono,,
msg_label,Mensaje,,
verify_code_sent,Código de verificación ha sido enviada.,,
user_id_required,Se requiere ID de usuario.,,
invalid_login_user_id,ID de usuario no es válido.,,
already_accept_user,El usuario ha sido aceptada.,,
sender_id_required,Se requiere ID de remitente,,
success_delete,Se han eliminado las.,,
success_cat_request,Su solicitud éxito.,,
err_cat_request,Lo siento,,
err_chat_history_save,Lo siento,,
accept_reset_success,Su solicitud de chat con éxito.,,
error_delete_chat_history,Lo siento,,
success_delete_chat_history,Su historial de chat eliminado con éxito.,,
err_soldout_reset,Lo siento,,
soldout_reset_success,Su restablecimiento ha sido el éxito.,,
err_item_report,Lo siento,,
token_already_exist,Lo siento,,
err_in_noti_read,Lo siento,,
success_noti_send,La notificación se ha enviado correctamente.,,
error_noti_send,Lo siento,,
invalid_code,Lo siento,,
backend_config_info_lable,Información de configuración de back-end,,
sender_name_label,Nombre del remitente,,
receive_email_label,Recibir correo,,
sender_email_label,Correo electrónico del remitente,,
img_section,Sección imagen,,
fcm_api_key_label,clave de API FCM,,
backend_login_img,Iniciar sesión Imagen de fondo backend,,
backend_logo,backend Logo,,
backend_fav_icon,Backend Fav Ico,,
upload_backend_logo,Subir backend Logo,,
upload_fav_icon,Subir Fav Icon,,
upload_login_img,Subir sesión de fotos,,
transaction_module,transacciones Historia,,
history_search,Historia de la búsqueda Transacciones,,
trans_history_info,Transacciones Información Historia,,
entry_group,Entrada,,
reports_group,Informes,,
user_mang_group,Gestión de usuarios,,
miscellaneous_group,Diverso,,
setting_group,Ajuste,,
ple_sub_cat_name,Por favor Subcategoría Nombre,,
ple_highlight_info,Por favor resaltar la información,,
forget_pwd,¿Has olvidado tu contraseña?,,
remove_label,Eliminar,,
his_info,Información historia,,
err_paid_item_history,Su anuncio aún no se termina por lo que no es capaz de modificar.,,
paid_config_module,Configs pagados,,
currency_symbol_label,"El símbolo de moneda (por ejemplo, $)",,
paypal_env_label,paypal Medio Ambiente,,
paypal_merchant_label,PayPal ID del comerciante,,
paypal_pub_label,Paypal clave pública,,
paypal_pri_label,Paypal clave privada,,
paypal_enabled_label,Está habilitado Paypal?,,
stripe_publishable_key,publicable clave,,
stripe_secret_key,Llave secreta,,
stripe_enable_label,Se habilita la raya de pago?,,
stripe_label,[Opción 2]: El pago con la raya,,
paypal_label,[Opción 1]: El pago con Paypal Habilitado,,
day_label,Día,,
paid_config_info_lable,A cargo de Información Config,,
paid_currrency_setting,Símbolo monetario Ajuste,,
paid_paypal_setting,Ajuste paypal,,
paid_stripe_setting,Ajuste de la raya,,
success_backend_edit,Backend ajuste se ha actualizado correctamente,,
smtp_section,Configuración SMTP,,
smtp_host_label,Host SMTP,,
smtp_host_placeholder,por ejemplo: ssl: //smtp.hostmail.com,,
smtp_port_label,Número de puerto SMTP,,
smtp_enable,Habilitar SMTP?,,
smtp_user_label,usuario SMTP,,
smtp_pass_label,Contraseña SMTP,,
topics_label,temas,,
cannot_deactive,"Lo sentimos, no es capaz de desactivar.",,
err_symbol_exist,símbolo de idioma está ya existía en el sistema.,,
policy_info,Política de privacidad Información,,
content_label,Contenido,,
privacy_policy_module,Política de privacidad,,
success_policy_edit,Política de privacidad se ha actualizado correctamente,,
success_policy_add,Política de privacidad ha sido agregado con éxito,,
paid_razor_setting,Ajuste de afeitar,,
razor_label,[Opción 3]: El pago Con Razor,,
razor_key_label,clave de afeitar,,
razor_enabled_label,Se habilita la maquinilla de afeitar?,,
btn_promote,Promover,,
prd_paid_info,Información artículo pagado,,
app_is_approval_enabled,"Aprobación del Sistema de encendido? (Si este ajuste está activado""",,it need to approve or reject from super admin.)
approval_group,Aprobación,,
pending_items_module,Items pendientes,,
reject_items_module,rechazar Artículos,,
disable_items_module,deshabilitar elementos,,
select_status,Seleccionar Estado?,,
pending_edit,Editar Pendiente de artículos,,
